domain_id,domain_name,userid,username,topic_id,topic_name,subtopic_id,subtopic_name,passage_id,passage_name,docno,offset_start,offset_end,grade,timestamp
1,Ebola,5,assr5,338,U.S. healthcare workers,27,Evacuated to U.S.,75,4 more aid workers flown back to US for Ebola monitoring,ebola-77b5d4b892ee5fb0d6e0ddfd5a27ad086e81387b6502911dc7ec82203afe0879,0,56,3,2016-04-13 12:54:17.875447, 
1,Ebola,5,assr5,338,U.S. healthcare workers,27,Evacuated to U.S.,76,It's Now 16 Americans Coming Back From the Ebola Zone,ebola-77b5d4b892ee5fb0d6e0ddfd5a27ad086e81387b6502911dc7ec82203afe0879,0,53,3,2016-04-13 12:55:52.707269, 
1,Ebola,5,assr5,338,U.S. healthcare workers,27,Evacuated to U.S.,87,Another four U.S. healthcare workers were flown back to the United States for monitoring for possible exposure to the Ebola virus  U.S. Centers for Disease Control and Prevention said on Tuesday. The return of the four U.S. healthcare workers brings to 16 the number of Americans who have returned to the United States from Sierra Leone since Friday  the CDC said. Most of the healthcare workers are employed by the aid group Partners in Health. ,ebola-378e25abf0a879df20c5b7be93edd0172078b25309c4fcec94dea9d7db379bb6,50,496,4,2016-04-13 13:02:18.086843, 
1,Ebola,5,assr5,338,U.S. healthcare workers,27,Evacuated to U.S.,155,NEW YORK – Four more American aid workers arrived back in the United States on Tuesday from West Africa to be monitored for Ebola  health officials said The unidentified man is in critical condition at a National Institutes of Health hospital [,ebola-c1e6fc96df664600250ac6288c9612efb55193ff29329535edd8e0512a542a38,1,245,4,2016-04-13 13:19:39.811712, 
1,Ebola,5,assr5,338,U.S. healthcare workers,27,Evacuated to U.S.,158,The condition of a US aid worker who tested positive for Ebola has changed from serious to critical  hospital officials have said. The patient - a clinician - was airlifted from Sierra Leone and admitted to the National Institutes of Health in Maryland  ,ebola-c1e6fc96df664600250ac6288c9612efb55193ff29329535edd8e0512a542a38,5,259,4,2016-04-13 13:21:35.698372, 
1,Ebola,5,assr5,338,U.S. healthcare workers,27,Evacuated to U.S.,160,NEW YORK – Four more American aid workers arrived back in the United States on Tuesday from West Africa to be monitored for Ebola  health officials said. The latest arrivals bring to 16 the number of aid workers who have returned in the last week from [,ebola-cba4c67015cac5ce405827507d183021d1b1c98c37d10c8cb856f92d16fedd3c,1,254,3,2016-04-13 13:25:07.352749, 
1,Ebola,5,assr5,338,U.S. healthcare workers,27,Evacuated to U.S.,163,Rajiv Shah returned from the Ebola hot zone last week. The head of the U.S. Agency for International Development had spent several days traveling in [,ebola-cba4c67015cac5ce405827507d183021d1b1c98c37d10c8cb856f92d16fedd3c,1,151,1,2016-04-13 13:26:03.897926, 
1,Ebola,5,assr5,338,U.S. healthcare workers,27,Evacuated to U.S.,166,The second Dallas health care worker who was found to have the Ebola virus should not have boarded a commercial jet Monday  health officials say [,ebola-cba4c67015cac5ce405827507d183021d1b1c98c37d10c8cb856f92d16fedd3c,1,147,3,2016-04-13 13:26:32.312180, 
1,Ebola,5,assr5,338,U.S. healthcare workers,27,Evacuated to U.S.,178,NEW YORK (AP) — Four more American aid Since last summer  several U.S. aid workers have gotten Ebola and have been flown back to the U.S. for care. A few other individuals have returned for monitoring; none got sick. The aid workers who have returned [,ebola-7bc26577189429e851f14ebb74da8889de60bdaec02815ed97be43aade90a711,1,253,3,2016-04-13 13:34:01.141647, 
1,Ebola,5,assr5,338,U.S. healthcare workers,27,Evacuated to U.S.,179,CHICAGO: Another four U.S. healthcare workers were flown back to the United States for monitoring for possible exposure to the Ebola virus  U.S. Centers for Disease Control and Prevention said on Tuesday. The return of the four U.S. healthcare workers,ebola-7bc26577189429e851f14ebb74da8889de60bdaec02815ed97be43aade90a711,5,256,3,2016-04-13 13:34:39.471586, 
