domain_id,domain_name,userid,username,topic_id,topic_name,subtopic_id,subtopic_name,passage_id,passage_name,docno,offset_start,offset_end,grade,timestamp
1,Ebola,30,assr22,402,slums and orphans _ debug,197,orphans _ debug,3722,The children had been left to fend for themselves despite a multi-million pound international appeal to raise funds to help and despite promises from the Liberian government that they would be helped.  Their plight is that of tens of thousands of other children - an estimated 42 000 in Liberia and Sierra Leone - who have lost parents to the deadly virus  which has killed 7 518 people in West Africa this year this year.  ,ebola-4d09ab9b061cb0aade02e43e6c5f0610a905971f5e9938ae20519cf1397c2236,0,0,3,2016-04-20 22:57:15.404286, 
1,Ebola,30,assr22,402,slums and orphans _ debug,197,orphans _ debug,3723,Street Child is one of the few agencies actively targeting orphans  working with 10 000 children in Liberia and Sierra Leone. Brett estimates that there are 30 000 orphans in Sierra Leone  while Liberian government officials last month put the figure there at 12 000 or more.  ',ebola-4d09ab9b061cb0aade02e43e6c5f0610a905971f5e9938ae20519cf1397c2236,0,0,3,2016-04-20 22:57:15.404454, 
1,Ebola,30,assr22,402,slums and orphans _ debug,197,orphans _ debug,3724,She lines up for charity handouts of maize and rice in order to help feed children who have been abandoned as a result of the outbreak. Smiling politely while carrying one of the orphans  she says the slum has been forgotten.  ,ebola-de584cdd791ff32dc52f308268cc360067e4d5e0d28d848d53d94aaf02c1b5b0,0,0,2,2016-04-20 22:57:15.404490, 
1,Ebola,30,assr22,402,slums and orphans _ debug,197,orphans _ debug,3725,It’s an emergency. We need help now ” says Father Peter Konteh  a priest who rescued orphans from an Ebola-affected area in Sierra Leone. “,ebola-7ea1f61e2614cd69cc21604a8d2f5806fc2663fb3eed211ce0d45948527a58f1,0,0,2,2016-04-20 22:57:15.404524, 
1,Ebola,30,assr22,402,slums and orphans _ debug,197,orphans _ debug,3726,Aminata is one of thousands of children who have lost one or both of their parents to Ebola. The stigma against those with any connection to the virus has led many children orphaned by Ebola to be abandoned by their families  friends and even entire communities.  ,ebola-6b4c5724975f723c8f0de73cd026c1d32898afa043d738e653f7b54d45d3d14b,0,0,3,2016-04-20 22:57:15.404551, 
1,Ebola,30,assr22,402,slums and orphans _ debug,197,orphans _ debug,3727,When a man brought Ebola to the village and passed it on to his wife  it was 14 mothers who cared for her and eventually laid out her body. One by one they caught the disease and died  leaving 15 children orphaned.  ,ebola-3865d2a9cb7d83d5ee3d5757e4b30fdb63c291b14d89f118fae19fe452a9a0d1,0,0,3,2016-04-20 22:57:15.404578, 
1,Ebola,30,assr22,402,slums and orphans _ debug,197,orphans _ debug,3728, $5 000 - Covers rent costs for an orphanage for Ebola orphans for 1 year,ebola-1e34b8dbe7344258854b6a359358009443409cee5c97db39629754ed5c1bb071,0,0,2,2016-04-20 22:57:15.404619, 
1,Ebola,30,assr22,402,slums and orphans _ debug,197,orphans _ debug,3729,Since the worst Ebola outbreak on record hit  773 children in Guinea alone have lost both parents to the disease and they’ve all been taken in by a relative  according to UNICEF. But the fate of these grieving kids  and those in other parts of West Africa who were orphaned by the virus  was in jeopardy as recently as October  when family members abandoned them due to concerns that they could spread the disease  which has claimed more than 9 000 lives.  ",ebola-814ba10f927f7ef71373db6b8d62c86eef24abed0d9da4a12a43a45f30ce6244,0,0,3,2016-04-20 22:57:15.404667, 
1,Ebola,30,assr22,402,slums and orphans _ debug,197,orphans _ debug,3730,One of the most senior of Liberian officials in charge of the country’s battle against the disease  James Dorbor Jallah  told the British newspaper that the number of children orphaned by Ebola is probably three times as high as the 3 600 currently feared.  “,ebola-fa82ed0b8386420e2b5754eeab63ed6c04b63e657b196489790053df45653cf5,0,0,3,2016-04-20 22:57:15.404699, 
1,Ebola,30,assr22,402,slums and orphans _ debug,197,orphans _ debug,3731,Two children orphaned by Ebola play in the empty corner of a Liberian orphanage. Their parents died last month  and none of the extended family is willing to claim them,ebola-8c8e0bcd6e1916266ac7379a2e186f6bcbb9ce1a7fda2f4ba70d460323b5ec7a,0,0,2,2016-04-20 22:57:15.404726, 
