domain_id,domain_name,userid,username,topic_id,topic_name,subtopic_id,subtopic_name,passage_id,passage_name,docno,offset_start,offset_end,grade,timestamp
1,Ebola,2,assr2,369,Robots,100,Medical Robots,1025,Mortuary robots to respectfully transport the deceased  as ebola is most virulent at the time of death and immediately following death Reducing the number of health professionals within the biosafety labs and field hospitals (e.g.  automated materials handling  tele robotics patient care) Detection of contamination (e.g.  does this hospital room  ambulance or house have ebola) Disinfection (e.g.  robots that can open the drawers and doors for the commercially available “little Moe” disinfectant robot) Telepresence robots for experts to consult/advise on medical issues  train and supervise worker decontamination to catch accidental self-contamination  and serve as “rolling interpreters” for the different languages and dialects Physical security for the workers (e.g.  the food riots in Sierre Leone) Waste handling (e.g.  where are all the biowaste from patients and worker suits going and how is it getting there?) Humanitarian relief (e.g.  autonomous food trucks  UAVs that can drop off food  water  medicine  but also “regular” medicine for diabetes  etc.  for people who are healthy but cut off) Reconnaissance (e.g.  what’s happening in this village? Any signs of illness? Are people fleeing?) ,ebola-51d2769bb77b66d76b5c957e85f6a3089fe84615c47bc2b653ded32cb4242ef7,0,1209,4,2016-04-15 07:42:24.437577, 
1,Ebola,2,assr2,369,Robots,100,Medical Robots,1026,On the surface  of course  handing over the dirty work of cleaning up after an Ebola outbreak to the robots sounds like a no-brainer. Instead of putting humans into harm’s way  why not just send in a robot? Robots can’t develop symptoms from Ebola  they are relatively easy to disinfect (except for their wheels)  they dutifully carry out tasks without talking back and they can dispose of hazardous waste efficiently.  ,ebola-8fdac686a387ab73c054b1a0c205b2c7c10f8defd9d6537f5ef64ba8453f9f27,0,420,3,2016-04-15 07:44:49.891601, 
1,Ebola,2,assr2,369,Robots,100,Medical Robots,1027,Clinical:  Clinical applications are where robots are used in the ETU as a “force multiplier” (another way of saying “reducing manpower”) by taking over some of the activities that health workers do or as adding reliability by coaching or supervising activities. Ignoring for a moment the cultural appropriateness and other adoption issues  robots could enable,ebola-8fdac686a387ab73c054b1a0c205b2c7c10f8defd9d6537f5ef64ba8453f9f27,0,360,3,2016-04-15 07:47:11.939579, 
1,Ebola,2,assr2,369,Robots,100,Medical Robots,1029,.  "We are trying to identify the technologies that can help human workers minimize their contact with Ebola " Padir said. "Whatever technology we deploy  there will be a human in the loop. We are not trying to replace human caregivers. We are trying to minimize contact."  ,ebola-ad39bd36a201b7a77839b420c282bc539484424d0e3323448422d185765a5c80,0,274,2,2016-04-15 07:52:28.660182, 
1,Ebola,2,assr2,369,Robots,100,Medical Robots,1031,One of the reasons that aid workers are at such high risk in outbreak areas is that people infected with Ebola are the most contagious at the time of death and for a few days after. Using a robot to help move and bury the bodies would help protect workers and prevent further spread of the disease.  However  building a robot that could safely and reliably do the job  while being respectful of the remains and the victims' families  is a challenger.  ",ebola-ad39bd36a201b7a77839b420c282bc539484424d0e3323448422d185765a5c80,0,453,3,2016-04-15 07:57:07.628952, 
1,Ebola,2,assr2,369,Robots,100,Medical Robots,1032,.  "Robots scooping up people is pretty difficult to do in a dignified way and to do it reliably " Murphy said. "But handling infected bodies is really bad… It's an interesting concept but it's not just about getting the technology right. We have to get a lot of things right."  ,ebola-ad39bd36a201b7a77839b420c282bc539484424d0e3323448422d185765a5c80,0,279,2,2016-04-15 07:57:48.152740, 
1,Ebola,2,assr2,369,Robots,100,Medical Robots,1037,DARPA  the Pentagons mad science department  is developing those humanoid bots through the DARPA Robotics Challenge  or DRC. Program manager Gill Pratt launched the DRC in response to another disaster  the triple meltdown of the Fukushima nuclear power plant in Japan in 2011.  According to Pratt  both the ongoing Fukushima crisis and the Ebola outbreak point to a big gap between what we wish robots could do and what they actually can do. The machines competing in the DRC may look like a capable  even deadly  bunch  but theyre just babies when it comes to doing things for themselves  which is the whole point of disaster robots. Ultimately  you want machines that can do what a human could do  and also could enter highly radioactive or contaminated areas.  ,ebola-2b2189275c30e8f57fe554360cb26177108a3a6190d2a342544a93a1926a8f59,0,766,2,2016-04-15 08:00:26.207368, 
1,Ebola,2,assr2,369,Robots,100,Medical Robots,1040,Robots have been working in disaster zones since 9/11. They can reach remote and dangerous locations and operate in places people can't go  including the rubble of the Fukushima nuclear power plant.  ,ebola-f795f87aefb61836f8176a61c01aff576649004ca5ff44aa87c648846a831fed,0,200,2,2016-04-15 08:02:17.661507, 
1,Ebola,2,assr2,369,Robots,100,Medical Robots,1043, "Ebola doesn't spread through air  so if you can tele-operate a robot from just outside it reduces the risk to the workers."  ,ebola-f795f87aefb61836f8176a61c01aff576649004ca5ff44aa87c648846a831fed,0,127,2,2016-04-15 08:02:55.458539, 
1,Ebola,2,assr2,369,Robots,100,Medical Robots,1045,The White House workshop will also discuss if people would accept help from robots during an outbreak.  Ebola can spread during the burial process  so the teams want to know if burial robots would be accepted by local communities to transport the deceased.  ,ebola-f795f87aefb61836f8176a61c01aff576649004ca5ff44aa87c648846a831fed,0,258,2,2016-04-15 08:05:23.866088, 
1,Ebola,2,assr2,369,Robots,100,Medical Robots,1047,Goldberg also sees robots being helpful in the near term with clean up and decontamination. But there's one major obstacle to overcome: most robots have wheels that would immediately get contaminated.  Goldberg explained  "We don't know  actually  how to sterilize them. There's too many intricate  moving parts. So essentially  you'd have to throw the robot out afterward."  ,ebola-4d157420dc4e37c56dbb160d29ec9b4d89cb5af805ec923305780aff19992c3c,0,376,2,2016-04-15 08:08:36.129224, 
1,Ebola,2,assr2,369,Robots,100,Medical Robots,1048,Several years down the road  Goldberg expects  robots will be performing routine experiments in bio labs as researchers try to learn more about the Ebola virus. But first  engineers need to improve robots' abilities to perceive clear objects. All the glassware used in labs  like test tubes  beakers and slides  can currently confuse robots.  The second way Goldberg says robots can play a part in the Ebola fight in the long term is by inserting IVs either for drawing blood or providing intravenous hydration. Technology could help cut down on the occurrences of patients being poked multiple times to tap a good vein.  ",ebola-4d157420dc4e37c56dbb160d29ec9b4d89cb5af805ec923305780aff19992c3c,4,627,3,2016-04-15 08:10:02.360622, 
1,Ebola,2,assr2,369,Robots,100,Medical Robots,1053,The US military has enlisted a new germ-killing weapon in the fight against Ebolaâa four-wheeled robot that can disinfect a room in minutes with pulses of ultraviolet light.,ebola-292cc21bf49a0f54e6e08b55492eef3c86cebf34c0527a95b750a28e80b16c43,1,176,3,2016-04-15 08:12:18.314071, 
1,Ebola,2,assr2,369,Robots,100,Medical Robots,1054,But a clinic in Liberia or Sierra Leone presents challenges to robots designed in more pristine  Western settings  and Wi-Fi access  ample electrical power  batteries and flat floor surfaces may not be readily available in areas where the robots are most needed.  ,ebola-292cc21bf49a0f54e6e08b55492eef3c86cebf34c0527a95b750a28e80b16c43,0,264,3,2016-04-15 08:13:37.141237, 
1,Ebola,2,assr2,369,Robots,100,Medical Robots,1057,Scientists also cited cultural obstacles to the adoption of robots for medical uses.  âOne of the first things I heard from medical responders is that one of the bottlenecks is in handling bodies â said Robin Murphy  a specialist in rescue robotics and a professor of computer science and engineering at Texas A&M.  Families often cannot accept the idea that a loved oneâs body might be handled by a machine. âItâs something we can do  but it has to be culturally sensitive â she said.  ,ebola-fb9d6b49a064ba4a47f84c47e740b955f8bb127ca98a39f044d41216e63c351a,0,499,3,2016-04-15 08:16:29.004239, 
1,Ebola,2,assr2,369,Robots,100,Medical Robots,1062,While the gathering seriously discussed what robots can contribute to the fight against Ebola  this does not mean that robots have not joined in the effort yet. Tennessee-based  Lumalier Corp.  for example  already has two sanitation robots deployed in Liberia that are tasked with automatically decontaminating hospital rooms with ultraviolet light to destroy viruses. Disinfecting technology is already in use in U.S. hospitals so there's no denying it works.  While robots can indeed take the place of humans in many ways to ultimately prevent infection  using them in the field also has challenges. For one  only robots that can be sterilized with gases and heat can be used. Most robots are typically built using delicate components and this can hamper their use in affected countries in West Africa.  ,ebola-03a6a51151c701259fc11464c9137687f98d95a16a44f178dacd41dfea66930b,0,807,4,2016-04-15 08:26:46.564868, 
1,Ebola,2,assr2,369,Robots,100,Medical Robots,1065,The Ebola cases in the United States and the virus’ unprecedented outbreak in West Africa have brought new attention to disinfection and its technologies  including the robots  Xenex says. Such interest was evident in Thursday’s congressional hearings into the U.S. government’s domestic response to Ebola.  “,ebola-20b155283c087f24d18921e49b1d247f4ac2e604ae26129030699ed7e4b93e29,0,309,2,2016-04-15 08:35:03.469826, 
1,Ebola,2,assr2,369,Robots,100,Medical Robots,1066,.  ‘The best form of personal protective equipment is not to send a human at all.’  Jennifer Pagani  QinetiQ North America  Quote Icon ,ebola-bc7908e7dc381a957e9ee2d7fcbd030cd6a9772c3c8daeb4717f225b4656fcce,0,125,2,2016-04-15 08:39:59.042282, 
1,Ebola,2,assr2,369,Robots,100,Medical Robots,1071,The robot's latest pit stop  Langley Air Force Base  is home to the U.S. military's 633rd Medical Group  a group of service members who recently returned from an assignment in West Africa. There  they were charged with setting up a medical support facility in one of the West African countries hardest hit by the Ebola outbreak  according to the Air Force. The team also trained international health care workers on how to use the facility's equipment.  Although the 633rd Medical Group allegedly had no exposure to the Ebola virus or to Ebola victims during its time in Africa  the U.S. military is still taking every precaution to prevent Ebola from spreading in the U.S.  should one or more of the military's recently returned service members fall ill with the virus. Everyone involved with the mission is being monitored twice daily for three weeks after their return to the U.S.  and so far  no symptoms of the virus have been reported.  ,ebola-3903ac6f08a8109547a0a4b4229bcfe45e351ae2228c378e3d3c08fbb1028024,0,943,3,2016-04-15 08:51:58.380426, 
1,Ebola,2,assr2,369,Robots,100,Medical Robots,1081,After Monrovia  Debbie Theobald will take her VGo bot into the red zone of an Ebola treatment unit in Sierra Leone  where it will help her train health workers to use the EMR she is installing there next. (The local Wi-Fi network extends just a few hundred feet. The connection to the rest of the world is not available yet  but when it is  a doctor in New York or Atlanta could connect directly to a patient in Africa  VGo says.)  ,ebola-7fcefc76ac7283594e29182bf0d1dd26452048f2e51a6ffe04e32210f94bac4e,0,432,3,2016-04-15 09:00:54.062934, 
1,Ebola,2,assr2,369,Robots,100,Medical Robots,1089,The role of robots for use in disaster situations such as an Ebola outbreak was the subject of a national tech summit hosted by the White House Office of Science and Technology Policy in November and held at several locations  including Worcester Polytechnic Institute. Though robots have participated in disaster responses since the World Trade Center bombings  they have yet to work side-by-side with people in health emergencies.  ,ebola-b15898730009c57eca1624732e5bd11f0131b22ab9f766036e6401c3b4cdcae1,0,434,2,2016-04-15 09:02:56.321587, 
1,Ebola,2,assr2,369,Robots,100,Medical Robots,1090,Some years ago  when Ebola was not in any global news headlines  researchers presented their paper  "Use of Medical Robotics in Biothreat Situations" to an American Medical Informatics Association symposium where they said that "In biothreat situations  mobile robots have several advantages over humans including: imperviousness to infection; ability to be coated in self-decontaminating surfaces; 24-hour availability; and the ability to serve as a virtual telepresence and communication conduit for one or more participants. In the case of new biothreats  mobile robots could carry some of the burden that falls upon clinicians including: collecting lab specimens  delivering medications and meals  transporting bio-hazardous materials and biological waste.",ebola-6e6175557147994fcec90317b0ad652d98f3aa715b3652c829482274f8179a1e,0,761,4,2016-04-15 09:04:25.489323, 
1,Ebola,2,assr2,369,Robots,100,Medical Robots,1098,Two germ-fighting robots have been sent to Liberia to help combat the spread of Ebola in hospitals and clinics.  The robot  called TRU-D  uses UVC light to break down any organisms’ DNA  including staph  viruses and even Ebola.  “Ebola does a very horrible thing  one of the first things it does is it kills all the health care workers because it spreads so rapidly from person to person ” says Dr. Jeffery Deal  director of health studies for Water Missions International in North Charleston  South Carolina. “Ten to 15 percent of the victims right now are health care workers. It is the ultimate hospital acquired infection. That’s exactly what we designed this thing to combat.”  ,ebola-206a3d3b6e41e9a72988154bf28501f2478d798064dc1466a1929bdbd130ece8,0,683,4,2016-04-15 09:12:15.125352, 
1,Ebola,2,assr2,369,Robots,100,Medical Robots,1111,Given the widespread use of robots at other hazardous cleanup sites (notably Fukushima)  and the advent of robots that can perform millametric-precise surgery  I'm actually surprised that robots aren't being exclusively used to treat Ebola patients. Presumably the bedside manner is still a little wanting,ebola-e958c2d5eb07f9023fd07795e54bfd27786ca7220572fc7a655bb3bfa44b8cb0,0,305,2,2016-04-15 09:18:37.253499, 
1,Ebola,2,assr2,369,Robots,100,Medical Robots,1116,JOHN HOLDREN: Well  in fact  we are having a workshop  my office  the Office of Science and Technology Policy  and a number of other partners on November 7 on potential uses of robots in the Ebola challenge.  Perhaps the best example of how a robot can be useful is cleaning up and decontaminating a room that has had Ebola patients in it  and has a lot of contaminated stuff in it. Obviously  if you could have a robot do that  and do it effectively  it would be safer than having a human being dealing with all of that contaminated waste and mess.  ,ebola-4a306859256a7bab958a0fee5575f3008c4a0736aeda2727a0a018f2e5af8d84,0,551,2,2016-04-15 09:23:55.982216, 
